userId,productId,rating
A2OCBW6UQ8GS7L,4057363823,5
AI6IXAB24N30W,4057363823,1
AZLE2XFH3JUNG,4057368825,5
A2GPHFP5QKF0CO,4057368825,2
A2ZZ26N7K9BSFB,4057368825,5
A1MID7V80H36FX,4057553908,2
A10ZKDOZOSH219,4057553908,5
A1CNSLLYW5A8YB,5297000963,5
ARUSOE3CJ7TNF,5297000963,1
A2Z9QP4MZ2HXCZ,5357954771,3
ACZ94JB8BFMJ9,5357954771,5
A36ZKFLSDE8WX5,5357954771,5
AVCSVH9L0BPIF,5357954771,5
A2VF4TALLW8G9,535795531X,5
A3UFMKLD77O21S,535795531X,5
A1QPQIJVS0JC5Y,535795531X,5
A2UQZD76FKVQ6D,535795531X,5
A1LNS0V7YBBJJE,535795531X,5
A3B0M39TDARC6X,535795531X,5
A1ZNOA9OHWIVMH,535795531X,5
A15ELVI3I6G1SQ,535795531X,5
A35ELDPD0N7T0U,535795531X,5
A1B07LXV78TWZ,535795531X,5
A29LZJWIY7KJZR,535795531X,5
A13IIHXY0QX4Y4,535795531X,3
A1AM400PUH70WO,535795545X,5
A18X2IP46I5JB8,535795545X,5
A2DT0SAXS5DIL8,535795545X,5
A29AQSCFQ1OZ9R,535795545X,5
A225BCNNIG03JT,535795545X,3
A3590W7FEAGQY4,535795545X,5
A1U6E8IJEATCYM,535795545X,5
A1X1X91COEBHVI,5357955743,5
A2RNK4TW1FPXEF,5357955751,5
AYHZNXRPOHMO2,5357955786,5
A3NIHH9X6L3RRM,5357955786,5
A1UDWB8WFFGN55,5357955786,5
A20LFHVP5CMQ1,5357955786,5
A16495HOSCEV0N,5357955832,5
A22ET3HEUN5JNP,5357955867,2
A1NNJ0MNFIF3Z8,5357955867,5
A2C55XULIQ3F8I,5357955867,4
AOJRTF5PJMIR6,5357955867,5
ACUB5EB5F72B9,5357955867,5
A1XD9BN1CBR8U4,5357955905,5
A2K18LH5HC6K9B,5357955905,5
A38JQUXZTKKHQP,5357955905,4
A1QMSSMUBUXX5S,5357955905,5
A3VUS3HC1CCVOQ,5357955948,4
A19VNE2EF1QYNE,5357955948,1
A1L8MP88Q3DXXJ,5357955948,2
AEPAHTOT8YT04,5357955948,5
AM0RSD59GI2IK,5357955948,5
A2XYBHUJ7E1QDR,5357955948,5
A39GFZUNMWJ44J,5357955948,5
AEWKMTITVR260,5357955948,5
A1C4OJZCDI8LN3,5357955948,5
ACZBT8YQ2TYOY,5357955948,5
A24662VRPFY4YK,5357955948,4
A3S87ZOPB3UM9N,5357955972,5
A18CAHNYYC8AA3,5357956014,5
AGXDI4U7PAUGZ,5357956111,5
ADZZCC6UUMA0N,5357956111,5
A1F4CQTUN5WTEA,5357956111,3
AQFATFCB1HBG3,5357956111,5
ASPRENFTOYHO0,5357956111,5
A2DOQ89OLXNHNL,5357956111,5
A1IFYKTMBOTBP7,5357956227,5
A364UC5PLUM8M3,5357956227,5
AC4343QXC1BCQ,6022600685,5
A7SVI5Q1WC3UP,6022600685,5
A28UWG41MHTXGC,6022600685,3
A2EH8T3LQS6EET,6022600685,5
A1HBQHOWMXOLBM,6022600685,3
A1MOOCFYF4BW9F,6022600685,5
A31J5P90FNANXZ,602260074X,4
A34LP4FWKYTHB5,602260074X,4
A328DC9RTOA5WS,602260074X,4
A8R89360S6RZ3,602260074X,1
A1B9XPHEGQ986Y,602260074X,5
ABKY0V59DOJ5Y,602260074X,5
A3DHGDJ779MMSD,602260074X,5
AH9GYBKL6KJOF,602260074X,4
A2Z1MC0VM2SCZ7,602260074X,5
AWL41OE56O3O3,602260074X,4
A3AOPVHGVIEHFK,602260074X,5
A1G8D0R2YLCJPR,602260074X,5
A1E5TTW0XXZIE7,602260074X,4
AV434O5MUBGN5,602260074X,5
A1CT0SH9XKNIDY,602260074X,4
A1FGEAEGWVYJ2I,6022600790,4
A2WDW3VRWKRRWV,6022600790,4
A86RECWKC0IKS,6022600790,5
A2GMXV65XFTCR6,6022600790,2
A2TSBFY4ZZIMXW,6022600790,1
AGQ844D0UXGBF,6022600790,5
A3E13GVY40E6T5,6022600790,4
A1E09RWAID7HCH,6022600790,4
A2ME4DLS0Q488W,6022600790,5
A2HZV40RNSZ381,6022600804,2
AS498SIPUF2PU,6022600812,5
AL4XKV2S6IXQS,6022600812,5
A138ATFNJU102C,6022600812,2
A1B0Q1X54GILZP,6022600812,3
A22HDI6Y0ERZLN,6022600812,1
A3SK4E6TWXE367,6022600812,4
A3CHPIP8HRFNC8,6022600812,5
A1GIGGY4X47QMA,6040652705,3
A3V6ZQWSMLRXEJ,6041134473,5
A38L32Q21P5T95,6041134473,5
A3BWP3PY4IUMTH,6041134473,5
A1NRLEB0KOB65O,604113449X,5
A3UQXZCB1CXFNL,604113449X,1
A3T58OUIBEL24K,604113449X,4
A3AAAZ446W2B3B,604113449X,5
A38L32Q21P5T95,604113449X,5
A3ILSW0GC00YY,604113449X,5
A1NRLEB0KOB65O,6041134511,5
A38L32Q21P5T95,6041134511,5
AJ8114KFKVCHX,6053640972,1
ANLSZ40VRRB21,6117036094,5
A2U1PYP2Q7BUB2,6117043058,1
A024581134CV80ZBLIZTZ,6152000416,5
ABLW2M2R7VQIA,6152000416,2
A294IJJRMVOBSE,6162071103,2
A3FPJWX0GHJCCG,6162071103,4
A5UQ98GXX7T47,6162071103,5
A13G2YWZQ3522K,6162751473,5
A1Q3W2FX8LKH19,6162751473,5
A13UXDADSBZ0NV,6162751473,5
AY25UTTDNJ5SX,6165151329,2
A2W470AYOQCZZ9,6165290582,3
A95LEWENLGMHH,6165290582,5
A30HUW0YSPL6N,6165290582,4
A9E7CTWB6KFTK,6165290582,1
A3MNCA0VED4SQD,6167061580,4
A1GLIRME0V0J4Z,6167061580,5
A20BE32WVZFXAF,6169040335,5
AYFZQPNEVSFMD,6175005570,5
A3FNVF412991A6,6175005589,5
A37KZTDCHTQMU0,711901871X,5
A3TDS7PK6K3TY1,711901871X,5
A3UX3UDVQ9OHLI,711901871X,5
ABVND860D55AJ,7535842801,5
A26TLFFBFPEOKJ,7535842801,4
A2Q8QWVIZM213M,7535842801,3
A3C5DYTUXUCL0S,7535842801,5
A3DNSZT2HIB30J,7535842801,5
AA0ACUPEPT1RN,7535842801,5
A16UTJN8DODY6N,7535842801,1
ACB9GSMY2GY0O,7535842801,5
ANNS6DSY390Z2,7535842801,5
A39SBRLJ1EQX1R,7535842801,5
A3A2HRW0GR4EWU,7535842801,5
A2H3NOCLLEPOKQ,7535842801,3
A1JM3NL9GSQ17N,7535842801,5
A2P0254ZZ42ZOJ,7535842801,5
A2686J58T322ZS,7535842801,5
A7DS7JE3D53XW,7535842801,5
A267CAHUU3HOPQ,7535842801,5
A30CAUEGZO0DO6,753865058X,4
A249F9ZBJ3ZDIA,7539914718,1
A9AZG7UY7VT89,7800558258,1
A05492663T95KW63BR75K,7800558258,1
A2LRQ8GV6PZMHX,7806397051,4
A2B3FQVNDDT4PF,7806397051,3
A1YJEY40YUW4SE,7806397051,1
AS5RB0XRDQZCS,7806397051,5
A6SS3B6BFQ5KX,7806397051,3
A293VWKAL1RWBG,7806397051,5
ABPIQZ23IBOJ,7806397051,4
A2DQ8W8ON2QZD3,7806397051,5
A18S7SDS6HJ4LA,7806397051,2
A60XNB876KYML,7806397051,3
A2U7D909NH8L0U,7806397051,2
A3G6XNM240RMWA,7806397051,4
A00205921JHJK5X9LNP42,7806397051,5
A1SXKLV75ZL6DM,7806397051,1
A3CI83124O6ZP1,7806397051,1
AYM7E80UCJX7I,7806397051,5
AIPOM0VDQ2SN3,7806397051,5
A1QY7B8PEZDTDZ,7806397051,5
A187IEMZIHO4UU,7806397051,2
A4R3YZHWJSWHU,7806397051,3
AO4WIKXQZJDQE,7806397051,2
A1R3PGXKL7EZSJ,7806397051,5
A1PQFP6SAJ6D80,7806397051,2
A38FVHZTNQ271F,7806397051,3
A11PBM6FRXUJ5Q,7806397051,1
A1GX3Y7VXYG6TH,7806397051,1
A3S0E0QE8XYMAK,7806397051,5
A2FHYMW4OA53N1,7806397051,4
AFY6ZIQXMLGR3,7806397051,2
A3BTN14HIZET6Z,7806397051,5
A2T0H00MMGU7LZ,7806397051,4
A1Z59RFKN0M5QL,7806397051,1
AWUO9P6PL1SY8,7806397051,2
A6P7VX90EVIKI,7806397051,5
A1CWY4G16721R2,7806397051,5
A1X2OY7Y2J6LO1,7842953384,5
A2KF5WHTOADF85,7842953384,2
A1SNMU6VFTJKQI,7883527428,4
A25K4CSIYN1OLB,7883633309,4
A2EUU17DUVWII9,788522323X,5
A2D0IC8KRJHG3F,7885223639,4
A1S8PWBOOL44SM,7899120217,5
A27M7DNCKQ6D5Y,7899123011,3
A3MUOZ4MPR1EA6,7899123011,5
AAYYLJOCG88F4,7899123011,2
A37JSWUOEQC89O,7899123011,2
A3GVNPYMG6ON95,7899123011,5
AW4GGNNHDM937,7899123011,5
AR9GA6ULUK1AC,7899123011,2
A2JB80MHMU6O3I,7899123011,2
A2NOM3LJVRKWTJ,7899123011,5
A1L7J1U5Y2RECB,7899123011,4
AN0CUE13AJLEW,7899123011,1
A1PZ2ORQU247JZ,8072222120,5
A1BXLQFDJII0ZE,8096398741,5
AAIGQYAH5WNSU,8096398768,3
A57JZDRIKHEMC,8096399322,5
A22PDHKTMOUKKS,8096399322,5
A33A728PP859Y5,8096399322,2
A1JBLH8S6DLCL1,8096399322,1
AK7O6VOOXQBYQ,8096399322,5
A3I6P2NU6726XG,8096399322,5
A25GW5G5GQVKB0,8096399322,5
A1LL4WRN7OBRW8,8096399322,5
AOJ5TYNLD4G68,8096399322,5
A17U6P3YQISHYH,8096399322,5
A4GKGUD4TIFL,8096399322,2
A7O67Z6ZAYN8B,8096399322,3
A2VHK6MXXTR6FD,8096399322,3
AXG1D956QCMHI,8096399322,5
ATWTNXM6WNV5N,8096399322,5
A32O109KR1IFX7,8279995404,1
A1BW4LQY9U32PC,8329000710,5
A8FPPXG1OEZ77,8329000710,5
A37E33Y5A3RFYG,8329000710,4
A3KJ9MA7I7S4IC,832900094X,5
A4ZAYGW831ZGI,8329001008,3
A2AYT9K7UK7R68,8430539387,5
A1OXSFS5ZDY7NP,8430539387,5
A3AI3DJQ8NI1UX,8805002860,3
A22P8CW9NVJ49H,8901110814,1
A3SP22BU1008GV,8901110814,3
AFQO7NSU6OSGH,8901110814,5
AX43HESIL985S,8901110814,3
APULYOSZS226A,8901110814,5
A2X0OUA7W3HNZI,8901110814,1
A2WE4LU82W1U1L,8901134322,2
A1WSGOA6S3U9OC,8901134322,5
A1UUX9VH9XXX0B,8934903716,4
AHVY2JTMYHWYA,897677244X,3
A2BXY2QG6XXZQR,8982641262,5
A37860PZPUUY1V,8982641262,5
AY3F1CVHTNVBU,8997092219,2
A4J7EDWN32459,9029300388,5
AZGGH4GS18RUN,9502737628,4
A3HGJM50RTYPGQ,9509369934,5
A1GYOSEAJ5EEK1,9510213861,5
AGP8NQ1MCH0A,9511181564,5
A12K9YFOYOXHAJ,9511181564,5
A3NR9WJZCAKB40,9511181564,5
A1ZOGA1A495OHV,9511181564,4
A264BXIV14DIWA,9511181564,4
A2YWHJXGR6R00D,9511181564,5
A2ETF4N62SFLOJ,9511181564,4
AQXX46012LVOT,9511181564,5
A2WZYYQDFVZDZ7,9511181572,5
A2C1VR841W5BHI,951311290X,5
ATZVCICY66PXZ,9571044822,5
AGR6NXP9R8D66,9571044822,5
A18DY88WBTDFIF,9573086514,5
A1AUDV6O35S9DS,9573215926,3
A2RGINT43SUQ49,9575295714,2
A3Q1XK4NGQJGHF,957696718X,1
AASZF2ULVECTD,9601403787,5
A1SGXQTDZ6BJNH,9601403787,5
A12377XOL83LBK,9601403825,5
A1V3QKA6RZE4Z9,9601403825,1
A35QQ9Z0YSBPUR,9601420347,5
A25IZEM9CGLBB,9601420347,5
A22ZS7VGA34SM4,9602344954,5
A3RZB4IQ17Y7VX,9602617918,5
A2FSA9BJC7O7X7,9602617918,5
A173D8H9C18PCI,9602617918,4
A2SBLI6XGBI1GK,9605406446,5
A7LEHTDY7Z1PD,9605406446,3
A8WHCF3SY0L15,9623541902,1
AXH81K09PSKLL,9628982370,4
A2PZ830VJ2GZEZ,9628982370,1
A1OVF6WMXX9CBS,9740200133,3
A3E60CSK5WW8BQ,9740200133,3
A319PGL9XMNT6A,9742126046,4
A2JPOCC17QIOUI,9742189889,5
A1DPSUISPJG4K6,9742189889,2
APKFDTZU2MX0K,9742496811,5
A1H549TTDWKPCK,9742496811,5
AF7UW6L8OIKS7,9742496811,5
A11J7PLZJ99M7O,9742496811,5
AWQNOD7X9273P,9742496811,5
A3RCCDL4Y1XZDJ,9742496811,5
A10205RFE66H1R,974383785X,3
A36NPWR62GGB90,9744287233,3
AU5Z287G31579,9744434139,1
A3QKZZ3Y3FM21N,9745340936,2
A1JLP1MLTJZPJ7,9745343412,5
A123AJQJYJY5Z5,974619187X,4
A1J3YHEET4SV5G,974619187X,5
A185Q4S3NFOUOZ,974619187X,5
A2B4MXLEP42IQH,974619187X,5
A189H8NPEQN58F,974619187X,5
A1R2MKM2YT5ND0,974619187X,5
A23UV2QRYP8PX4,974619187X,5
A1N9AIQ75P3J5W,974619187X,5
A18U3OPGXGQSMO,974619187X,5
A147FGQTHCMO6R,974619187X,4
AWM0V317JA4X5,974619187X,5
A1B2BDWB519WIW,974619187X,5
AVIFRWR2YKO73,9746427962,2
A11V6R6WZ5ZQV2,9746427962,5
A14IT4G4FZFEP6,9746427962,5
A2E2FYUPAO2M0R,9746427962,5
A2WTWKGP9WES1Q,9746427962,1
A3D0SBB68TTET,9746427962,5
AL74FP10LMX8Y,9746427962,5
AYTK85H56WQ5F,9746427962,5
A18M9192WX98HP,9746427962,5
A13W8KHF7Y1S51,9746427962,5
A2OP35XWVTJYDK,9746427962,5
A2P5RDTIGF6XRO,9746427962,5
A2KG1LYT548UFB,9746427962,5
A1JKZAOB9S4DF2,9746427962,5
A2ZMU9L93JSFSR,9746427962,5
A3GDBKK2C9PXFS,9746427962,3
AMQDTJZRXBPCR,9746427962,5
AWYRXPZS8TRGJ,9746427962,5
A2T4Y9EBPRLWB0,9746427962,5
A27TQSFIAZX3ET,9746427962,5
A2W26TXNIF6OFH,9746427962,5
A1TKC6GRRBJA4T,9746427962,4
A1TNQ0QMWCUBCL,9746427962,4
ALKCBFG5L6FCJ,9746427962,1
A31A7SV73QLTZS,9746427962,5
AL4QPSP65J7IE,9746427962,5
A3VJPW9T8D6P4Q,9746427962,5
A1KEESMVTONAGJ,9746427962,5
AKYM22HHJ4576,9746427962,5
A2UW1YLL8TKAVZ,9746427962,5
A3QJSZDRC4DXB9,9746427962,5
AVISXECDOZRGQ,9746427962,5
A1BFS260JO9TZJ,9746427962,5
A2T63MAMWZQ46C,9746427962,5
A16JWRFT5IHYRA,9746427962,5
A2FBYXWTRB3TN3,9746427962,5
A2ML3OG7R68XFP,9746427962,5
A1EGRLCSMRGOOX,9746427962,4
A22FYS1K1E18ET,9746427962,5
AF508G9N8T5OY,9746427962,5
A2VB5TIINLFO7B,9746427962,5
A1HB4DFQC6ZGHW,9747842297,1
A104D62WJII6KP,9747842297,5
A1OVF6WMXX9CBS,9747842297,4
A5ZBX8PFDNIKE,9747842297,2
A2Z53Z2IXPFE4A,9748668525,5
A1BT4VX5UXV2P9,9748776093,5
A23I9CZ4MCWD7G,9748776093,1
AUL78LW1ZS9EW,9748776093,1
AA51P4U4RMPQE,9748776093,3
A3UW44EC9K7SP2,9748776093,1
A3GPN4M7QLFT2L,9748776093,2
A15HBNI7E4H4I2,9748776093,1
AFD1XMFDOUYW8,9748776093,4
A3CGZE3WU9FFML,9748776093,3
A2LR2XYBPSDPS,9748776093,4
A72QEHDVRNTBC,9748776093,4
ABODWS6KT9V1W,9748776093,3
AL7CQDK6QOGNF,9748776093,5
A26SAG6L9SBH08,9748776093,5
A31TGG4GXEBG0Q,9748776093,4
A13RB9IGV06SRF,9748776093,1
A31H6EDAGQ4N52,9748776093,5
A6CGFXIVJNRG0,9748776093,4
A3UZ13EXH4MO9D,9748776093,5
A1IJO0HZ1ONCWH,974935706X,2
A1UXVUM6G2H7D6,9749377397,5
AEU1BMGTLIUNO,9749377397,5
A328HZ1HAUPEY9,9749377397,5
A3G5CK0SAWTMK6,9749377397,1
A25PEHBZLLHTTF,9749377397,5
A3A36DP9IJPRPF,9749377397,5
A108HJD2ESJXUY,9749377397,4
A2Z3DE1JHTWYQX,9749377397,4
A32ZF8TRWMR1B9,9749513444,1
A224SVFBOORJRM,9756518006,1
A2T7A5AIJI9CCF,9756518006,1
A1296LFHAMDOYP,9756518081,5
A77EO8HXDT3II,9756518081,5
A36M0NAGBV38SU,9758086243,4
A3LMILRM9OC3SA,9759091062,2
A1ZEFDGH5VS0EQ,9759091062,2
AQZ2MQC5NXN9,9759091062,2
A2K8K9WVD7FNMG,9759091062,5
A1E6KFB5MUA6JD,9759091062,1
A3AVQBR7HHOE1X,9759091062,1
A30IP88QK3YUIO,9759091062,3
A23JG9NJNQ3WXO,9759091062,1
A3437C79W6IORP,9759091062,5
A2RDQX62GRK6SU,9759091062,4
APBQH4BS48CQO,9759091062,3
A2T5IANBMPPQQ7,9759091062,1
A3FE8W8UV95U6B,9759091062,1
A3DG2I5KGLK73K,9759091062,1
A4QK28MB0Y8R8,9759091062,5
A2550BO5C6CC4O,9759091062,5
A126J8DRHTQBT0,9759091062,3
A30NKV5H3TPHIT,9759091062,3
A1EVGDOTGFZOSS,9759091062,5
AJAT0Z7G78AKG,9759091062,5
AP5WTCMP6DTRV,9759091062,1
A21IM16PQWKVO5,9759091062,5
A1TLDR1V4O48PK,9759091062,2
A2PHMQ53HYJX5E,9759091062,5
A2W5CUXW018S4X,9759091062,4
A3VCJ1D1Z4J8W,9759091062,5
A29WF3KXZ6C1OD,9759091062,1
AY4CBEDCI5Y2V,9759091062,1
A21E3CB2A1B149,9759091062,5
A3ON6E699JT6CE,9759091062,3
A2ONROQ0ITT7HX,9759091062,4
A1O2WUVJ9OKUTO,9759091062,5
A6F8KH0J1AVYA,9759091062,5
A2MMRRW7920RM,9759091062,5
AXPKZA7UZXKTT,9759091062,4
A25PW8VQJ611EA,9759091062,5
A1ZLDDN5J9CFIO,9759091062,1
A3VJUKZWK13TRI,9759091062,2
AB4OYPWGHYAPO,9759091062,1
A2SIAYDK7GG7QA,9759091062,3
A1JCFYU0BE7XTI,9788071074,5
A3G5OBREQKB7FR,9788071074,5
A2K8SAFPHOJSG9,9788071074,5
A3GJFDRP3Q8GV5,9788071074,1
A1B9QR40IL84M4,9788071074,5
A1ONB0P2P4V81E,9788071139,1
A34EQAIKKUWYYW,9788071139,5
A1B93VD33V6JGK,9788071139,1
A1HGNPI5XWPA5C,9788071139,5
AABAFCMZHEO1U,9788071163,4
A3KK59I1TY3MRB,9788071171,5
A3UQXHI88S7XAX,978807118X,5
ATLDUADWJMTT0,9788071198,5
AUM9K0KZGK653,9788071198,5
A3I1F82WEKU6PG,9788071198,5
A2Y4DGV80FJKWD,9788071198,5
A9ZWBJK55DLZ9,9788071198,5
A3BKEDXQG5HLRR,9788071198,5
A3HMLMXJ5YQURK,9788071198,5
A3UTG1EE19J916,9788071198,2
ADWMDQ9CFNTA1,9788071198,4
A39J2GNAMPZF2W,9788071198,3
AAGYIGVSH2MIX,9788071198,1
A36F3MHL9JD8ET,9788071198,5
AWHWO1LUI8J1X,9788071198,5
A2XTD715SMBVX3,9788071198,5
A1RON1NZIGQNBO,9788071198,1
A2LWZYTCZ9IDRV,9788071198,5
A2MD9XAN2I6SE5,9788071198,1
AA394CGT3GNYH,9788071198,2
A9MYCYZT8EMMX,9788071198,5
A33WIH2J5U3UXL,9788071198,5
ATX9OC5P7XBM0,9788071198,3
A1XQFWZJBKLEER,9788071198,5
A2ORHBGD20H0OH,9788071198,3
AQ3DINQH0WH46,9788071198,3
A1AULGMNH7SO2V,9788071198,5
A45MRF677Z7PX,9788071198,1
A1G56R3VVU6VRE,9788071198,3
A2M7AR6AFHZ62R,9788071198,5
A1NIA6OW0N4LOO,9788071198,1
A3ARZHCCRQRHRA,9788071198,5
A12R85X0ED2JUQ,9788071198,3
A1KEIWYH8085EZ,9788071198,2
A14D2QHC2B1NQN,9788071198,5
A1ZB60L19B5YZT,9788071198,5
ALLPYLE7WAY1L,9788071198,5
A2I8WY04NM1FR,9788071198,5
A1U94C08ZTAYE,978807121X,5
A3827WHBKQQF8T,978807121X,5
ABH3MVCY6IGA9,978807121X,1
